Dự án,Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình chung cư,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Nhóm 2-Công viên,Nhóm 2-Bể bơi,Nhóm 2-Gym,Slot ô tô,Nhà thoáng,Hiện đại,Bán gấp,Lô góc,Hỗ trợ vay,Tầng
Amber Riverside,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39179446,74.0,Thỏa thuận,Tây,Đông,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,0,1,0,0,0,0,1,1,0,0,1,
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,38059575,87.0,36.0,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Cầu Giấy Center Point,Cầu Giấy,Quan Hoa,Cầu Giấy,Nội thành,Tin thường,38743807,85.0,58.8,Tây - Bắc,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Florence Mỹ Đình,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,39151197,100.0,44.5,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Iris Garden,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,35877380,135.0,41.9,Tây - Nam,Đông - Nam,4.0,3.0,,Full.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Hà Nội Center Point,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,37664219,81.0,60.5,Đông - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,34422996,112.0,62.5,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Full.,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,Trung
SDU 143 Trần Phú,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,38985325,66.0,Thỏa thuận,Đông - Bắc,Tây - Nam,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Bắc Hà Fodacon,Nguyễn Trãi,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39132741,115.0,30.4,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Intracom1,Trung Văn,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39135121,119.2,38.6,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Golden An Khánh 32T,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,36937951,70.0,41.4,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ hồng chính chủ.,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39204885,120.0,58.3,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,1,1,0,0,0,0,0,0,0,0,
Indochina Plaza,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39105433,93.0,60.2,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,Trung
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39188339,110.0,Thỏa thuận,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,1,
Trung Hòa Nhân Chính,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39058287,119.0,43.7,Tây - Bắc,Đông,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Kosmo Tây Hồ,Xuân La,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,37154103,85.0,Thỏa thuận,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
PentStudio,Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38884525,76.0,65.8,,Đông - Nam,1.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,1,0,0,0,
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38340713,85.0,67.1,Nam,Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Tecco Garden,Tứ Hiệp,Tứ Hiệp,Thanh Trì,Ngoại thành,Tin thường,39193789,127.0,Thỏa thuận,Đông - Bắc,Tây - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,0,0,0,0,0,0,0,1,
Chung cư Phố Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39146451,74.0,45.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,1,0,0,0,0,0,0,0,0,0,0,
Hemisco Xa La,Xa La,Phúc La,Hà Đông,Nội thành,Tin thường,39152015,88.0,Thỏa thuận,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,38240230,106.6,42.2,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Moonlight 1 - An Lạc Green Symphony,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39184305,95.12,Thỏa thuận,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,0,0,0,0,0,0,1,1,
Moonlight 1 - An Lạc Green Symphony,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39164650,95.0,45.3,,,,,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,1,0,0,0,1,1,1,0,0,0,
FLC Star Tower,Quang Trung,Quang Trung,Hà Đông,Nội thành,Tin thường,39192529,115.0,31.7,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,37754490,77.0,42.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Cơ bản Bàn giao có nội thất: Sàn gỗ cao cấp, thiết bị vệ sinh, nóng lạnh, thiết bị đèn trần chiếu sáng, hệ thống PCCC.",Chung cư,1,0,0,0,1,0,0,1,1,0,0,1,
Gemek Premium,Lê Trọng Tấn,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39189738,66.6,37.5,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,1,
Five Star Kim Giang,Kim Giang,Kim Giang,Thanh Xuân,Nội thành,Tin thường,39197730,88.0,50.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,0,1,1,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39159849,72.0,66.0,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,Nội thành,Tin thường,39199754,125.0,72.0,Bắc,Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38786577,70.0,58.6,Đông - Nam,Đông - Nam,2.0,2.0,Đang chờ sổ,Cơ bản,Chung cư,0,0,0,1,1,1,1,1,1,0,1,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39155888,108.0,Thỏa thuận,Đông - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng.,Full nội thất.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38794951,70.0,60.0,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Bình Minh Garden,93  Đức Giang,Đức Giang,Long Biên,Nội thành,Tin thường,39051780,91.26,42.7,,,3.0,2.0,Đang chờ sổ,"Cơ bản nội thất bàn giao full liền tường cao cấp: Sàn gỗ công nghiệp, trần thạch cao, tủ bếp trên dưới, điều hòa,... Từ các thương hiệu Hafele, Toto,....",Chung cư,1,1,0,1,1,1,0,1,1,0,0,1,
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,Nội thành,Tin thường,39133106,49.0,30.4,,,2.0,2.0,,"Nội thất: Sàn gỗ, 03điều hòa, Tủ bếp, 02 giường, 02 tủ áo, máy giặt, sofa.",Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39145435,42.0,Thỏa thuận,,,1.0,1.0,,,Chung cư,0,1,0,0,0,0,0,0,0,0,0,1,
CT5 Văn Khê,,La Khê,Hà Đông,Nội thành,Tin thường,39171157,151.0,28.5,,,4.0,,Sổ đỏ,,Chung cư,1,1,0,0,0,0,0,0,0,0,0,0,
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39168828,60.0,Thỏa thuận,,,2.0,1.0,,,Chung cư,0,0,0,0,0,0,1,0,1,0,0,1,
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,33952500,75.0,64.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Sofa, bàn trà, tivi, kệ tủ, bàn ăn kèm ghế, hệ thống tủ bếp, điều hòa, đèn chiếu sáng.",Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Nhà tập thể Phố 8/3,8/3,Quỳnh Lôi,Hai Bà Trưng,Nội thành,Tin thường,39134953,40.0,37.5,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà tập thể,1,1,0,0,0,0,0,0,0,0,0,0,
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,Nội thành,Tin thường,38078955,108.0,55.6,,,2.0,,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Indochina Plaza,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39132855,113.0,64.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Sông Đà 7,Tú Mỡ,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39180243,106.0,47.2,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Làng Quốc tế Thăng Long,Trần Đăng Ninh,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39188698,97.0,54.6,Đông - Bắc,Tây - Nam,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Cao
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39190912,172.0,36.6,Đông - Bắc,Tây - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Bea Sky,Nguyễn Xiển,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39186366,68.0,54.4,,,2.0,2.0,Sổ đỏ.,Full nội thất.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,Trung
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,Nội thành,Tin thường,39168279,95.0,40.0,,,3.0,2.0,Hợp đồng mua bán,"Điều hoà 2 chiều Inverter, Tủ quần áo, Sàn gỗ, trần thạch cao, thiết bị điện đầy đủ, Tủ bếp trên dưới, bếp từ âm, hút mùi. Thiết bị vệ sinh, bình nóng lạnh.",Chung cư,0,1,0,1,1,1,1,1,1,0,1,1,
Iris Garden,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,39062965,104.3,48.9,,,3.0,2.0,,,Chung cư,1,1,0,1,1,1,0,1,0,0,1,0,
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39205698,116.0,45.7,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chelsea Residences,Trần Kim Xuyến,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39150856,98.0,71.4,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư CT4 Yên Nghĩa,Quang Trung,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,38957604,101.64,30.0,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Việt Hưng,,Giang Biên,Long Biên,Nội thành,Tin thường,39126829,96.2,52.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,1,1,1,1,0,0,0,1,0,0,1,1,
ICID Complex,Lê Trọng Tấn,Dương Nội,Hà Đông,Nội thành,Tin thường,38746608,67.0,38.8,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,39149537,83.0,53.0,,,3.0,,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Rose Town,Ngọc Hồi,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,38702625,79.0,38.7,,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Rice City Linh Đàm,,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39014664,68.0,Thỏa thuận,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Mipec City View,,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39163859,51.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ,,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Chung cư Đường Trương Định,Trương Định,Giáp Bát,Hoàng Mai,Nội thành,Tin thường,39199862,80.0,30.6,Đông - Bắc,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,1,1,0,0,0,0,1,1,0,0,0,0,
Eco City Việt Hưng,Việt Hưng,Giang Biên,Long Biên,Nội thành,Tin thường,37701355,72.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,1,
Thanh Hà Mường Thanh,,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39194471,80.72,27.3,Đông,Tây,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,1,1,0,1,0,0,0,1,0,0,0,1,Thấp
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39167142,42.0,26.9,Tây - Bắc,Đông - Nam,1.0,1.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,Ngoại thành,Tin thường,36005316,80.0,95.0,Đông - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Berriver Long Biên,Nguyễn Văn Cừ,Bồ Đề,Long Biên,Nội thành,Tin thường,37119024,117.0,53.8,Đông - Bắc,Đông - Nam,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Nghĩa Đô,Trần Cung,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,39152719,57.0,54.4,,,2.0,1.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
D’. El Dorado,Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38707528,252.0,119.0,,Đông - Nam,3.0,,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
The Canopy Residences - Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39206813,34.0,52.9,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,1,1,1,1,1,1,1,0,0,1,
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39166184,95.0,45.8,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Làng Việt Kiều Châu Âu Euroland,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,38872313,76.0,38.8,Tây - Nam,Đông - Bắc,2.0,1.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,1,1,1,1,0,0,0,0,
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39160967,70.0,52.9,Tây - Bắc,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,0,0,0,0,1,1,0,0,0,Trung
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,34668231,60.0,30.3,,,2.0,1.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,1,1,0,0,1,0,0,0,1,Trung
SDU 143 Trần Phú,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39172775,70.0,Thỏa thuận,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
HH4 Linh Đàm,Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39166972,66.0,Thỏa thuận,Tây - Bắc,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,1,
Nhà tập thể Đường Cầu Giấy,Cầu Giấy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,33531724,82.0,32.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Nhà tập thể,1,1,1,0,0,1,0,1,0,0,0,1,
Tây Hà Tower,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38395312,116.0,Thỏa thuận,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,37701720,28.0,42.9,,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,1,1,0,0,0,0,0,1,Trung
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,39026052,90.0,49.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
Anland Premium,Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,38444962,85.0,44.7,,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,23897262,74.5,67.1,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
A10-A14 Nam Trung Yên,,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39182107,101.0,56.4,,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,39182717,117.0,43.6,,,,,Đang chờ sổ,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Hateco Hoàng Mai,Yên Sở,Yên Sở,Hoàng Mai,Nội thành,Tin thường,38358257,112.0,33.5,Đông,Tây,3.0,2.0,,,Chung cư,1,0,0,1,0,0,0,1,0,0,1,1,
The Emerald CT8 Mỹ Đình,Đình Thôn,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin VIP Bạc,39203838,81.7,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Miami,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39059393,30.0,53.3,,,1.0,1.0,Sổ đỏ lâu dài.,Full nội thất liền tường cao cấp.,Chung cư,0,0,0,1,1,0,0,0,1,0,0,1,
Việt Hưng,,Đức Giang,Long Biên,Nội thành,Tin thường,39205387,63.0,22.2,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
789 Bộ Tổng Tham Mưu - BQP,Nhân Mỹ,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39156204,90.0,36.4,,,3.0,2.0,Sổ đỏ chính chủ,Đầy đủ.,Chung cư,0,0,0,0,0,0,1,1,1,0,1,0,
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,21929987,60.5,42.1,Tây - Bắc,Đông - Nam,2.0,,,,Chung cư,0,0,0,1,0,0,0,1,1,0,1,0,
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,38811132,112.0,47.0,Tây - Nam,Đông - Bắc,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,1,0,1,0,0,0,0,1,0,0,0,
Nhà ở xã hội @Home,Tam Trinh,Yên Sở,Hoàng Mai,Nội thành,Tin thường,38857015,70.0,35.7,Tây,Đông,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Nhà tập thể,0,0,0,0,0,0,0,0,0,0,0,0,
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39146192,214.0,51.4,Tây - Nam,Đông - Bắc,4.0,3.0,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39017215,47.0,61.7,,,,,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Nhà tập thể Phường Thành Công,,Thành Công,Ba Đình,Ngoại thành,Tin thường,39197010,85.0,32.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Nhà tập thể,0,0,0,0,0,0,0,1,0,0,0,0,
Anland LakeView,Ngô Thì Nhậm,Dương Nội,Hà Đông,Nội thành,Tin thường,33726815,74.0,Thỏa thuận,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39192145,130.0,80.8,,,3.0,3.0,,"Nội thất cao cấp: Tủ âm tường, loa âm trần, điều hòa âm trần, sàn gỗ, bếp hồng ngoại, thiết bị vs, tủ âm tường...",Chung cư,0,0,0,0,1,0,0,1,1,0,1,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39138334,25.0,49.2,Đông - Nam,Đông - Nam,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Lumi Hanoi,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39207849,53.0,66.0,,,2.0,,,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39148972,70.0,55.7,,,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,1,1,1,0,0,1,1,0,0,0,
Xuân Mai Sparks Tower,Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,39168378,79.5,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Happy Star Tower,Mai Chí Thọ,Giang Biên,Long Biên,Nội thành,Tin thường,39204514,77.0,30.5,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,1,1,1,0,1,1,1,0,0,1,0,Cao
Star Tower 283 Khương Trung,Khương Trung,Khương Trung,Thanh Xuân,Nội thành,Tin thường,39165501,90.0,41.1,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes West Point,Phạm Hùng,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39164793,129.0,69.8,Tây - Bắc,Đông - Nam,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
