Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng ban công,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Công viên,Loại ngõ,Vỉa hè,Bán gấp,Sân phơi,Nhà thoáng,Gần hồ,An ninh,Hiện đại,Chỗ để xe,Thang máy,Lô góc,Hỗ trợ vay
Pháp Vân,Yên Sở,Hoàng Mai,Nội thành,Tin thường,36425286,90.0,Thỏa thuận,6.0,13.0,,Bắc,4.0,4.0,6.0,Hợp đồng mua bán,Chưa có nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Nguyễn Văn Huyên,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,38916205,225.0,Thỏa thuận,,,,Nam,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,Nhỏ,0,0,0,0,0,1,0,0,1,0,0
Hoàng Quốc Việt,Tân Lập,Đan Phượng,Ngoại thành,Tin thường,39207003,75.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
Láng Hòa Lạc,An Khánh,Hoài Đức,Ngoại thành,Tin thường,38900327,430.0,Thỏa thuận,15.0,13.0,Nam,Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,0
Ỷ La,Dương Nội,Hà Đông,Nội thành,Tin thường,39196648,38.5,Thỏa thuận,,,,,4.0,5.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
Yên Xá,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,37476392,100.0,Thỏa thuận,5.0,,,,4.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Hàm Nghi,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,38680893,200.0,Thỏa thuận,18.0,15.0,,,4.0,6.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,1,0,0,1,0,1,1,1,0,0,0
70,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39218391,100.0,Thỏa thuận,,12.0,,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
Hàm Nghi,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,36357947,152.8,Thỏa thuận,8.0,,,,4.0,6.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0
Nguyễn Xiển,Đại Kim,Hoàng Mai,Nội thành,Tin thường,36945792,99.0,Thỏa thuận,,,,,4.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Quang Tiến,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38620944,30.0,Thỏa thuận,,,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,1,0,,0,0,0,0,0,0,1,0,0,0,0
Kim Đồng,Giáp Bát,Hoàng Mai,Nội thành,Tin thường,39204756,50.0,Thỏa thuận,,,,,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,1,,0,1,0,0,1,1,1,0,1,0,0
,Tiền Phong,Mê Linh,Ngoại thành,Tin thường,37468353,160.0,Thỏa thuận,8.0,24.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Nguyễn Đình Tứ,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,39201156,170.0,Thỏa thuận,,,,,4.0,,,Hợp đồng mua bán,Chưa có nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Hồng Hà,Phúc Tân,Hoàn Kiếm,Nội thành,Tin thường,38816583,80.0,Thỏa thuận,,,,,3.0,4.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,1,0,1,0,0,1,0,0
,,Gia Lâm,Ngoại thành,Tin thường,37916909,320.0,Thỏa thuận,34.0,20.0,Đông - Nam,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
,Đại Kim,Hoàng Mai,Nội thành,Tin thường,34733980,100.0,Thỏa thuận,5.0,30.0,,Đông - Nam,,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0
Nguyễn Lam,Phúc Đồng,Long Biên,Nội thành,Tin thường,38823451,135.0,Thỏa thuận,7.2,50.0,Đông - Nam,Đông - Nam,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lê Trọng Tấn,La Khê,Hà Đông,Nội thành,Tin thường,39199002,170.0,Thỏa thuận,,,,Đông - Nam,4.0,,,Khác,Khác,Biệt thự,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1
Nguyễn Cơ Thạch,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,37934700,200.0,Thỏa thuận,10.0,25.0,,,4.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,1,0,0,Nhỏ,1,1,0,0,0,1,0,0,0,0,0
Bồ Đề,Bồ Đề,Long Biên,Nội thành,Tin thường,39223751,68.0,Thỏa thuận,,,,,7.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,1,,0,0,0,0,0,0,0,1,1,0,0
,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38612632,30.0,Thỏa thuận,3.3,,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1
,Đức Giang,Long Biên,Nội thành,Tin thường,39200719,220.0,Thỏa thuận,15.0,21.0,,,4.0,6.0,8.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Nội thành,Tin thường,39170278,58.0,Thỏa thuận,4.0,,,,6.0,7.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0
Mạc Thái Tổ,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38363680,120.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0
Phạm Hùng,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39188688,202.0,Thỏa thuận,26.0,36.0,,,4.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,0,0,0,0,0,1,0,1,0,1,0
,Kiến Hưng,Hà Đông,Nội thành,Tin thường,31025070,200.0,Thỏa thuận,,,,Tây - Nam,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,1,0,0,1,0,0,0,0,0,0
,Thịnh Liệt,Hoàng Mai,Nội thành,Tin thường,38350230,63.0,Thỏa thuận,4.5,32.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Tulip 1,Việt Hưng,Long Biên,Nội thành,Tin thường,35541202,320.0,Thỏa thuận,,,,,,,,Khác,Nội thất cao cấp,Biệt thự,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39215780,330.0,Thỏa thuận,12.0,8.0,Tây - Nam,Tây - Nam,3.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,0,0,0,0,1,1,0,0,0,0,1
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,39224246,278.0,Thỏa thuận,20.0,30.0,Đông - Nam,Đông - Nam,,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Hoàng Quốc Việt,Quan Hoa,Cầu Giấy,Nội thành,Tin thường,39160433,80.0,Thỏa thuận,8.0,4.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Chung cư mini,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39199891,200.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,32151853,82.5,Thỏa thuận,,,,,4.0,4.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,39037827,100.0,Thỏa thuận,5.0,12.0,,,3.0,,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,36901837,93.0,Thỏa thuận,5.0,13.0,Nam,Nam,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0
Vạn Phúc,Vạn Phúc,Hà Đông,Nội thành,Tin thường,39091995,42.0,Thỏa thuận,4.2,5.0,,,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,1,1,1,0,,0,0,0,1,0,1,0,0,0,0,0
Lê Trọng Tấn,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39164908,50.0,Thỏa thuận,4.0,12.0,,Đông - Nam,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,1,0,1,,0,0,1,1,0,1,1,0,0,0,0
Nguyễn Khánh Toàn,Quan Hoa,Cầu Giấy,Nội thành,Tin thường,34031237,79.0,Thỏa thuận,6.2,9.0,,,7.0,7.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Nhà riêng,1,1,0,1,,0,0,0,0,0,0,0,0,1,0,1
Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39028342,162.5,Thỏa thuận,18.0,18.0,Tây - Nam,Tây - Nam,3.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Bồ Đề,Bồ Đề,Long Biên,Nội thành,Tin thường,39158358,68.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,1,0,,0,0,0,0,1,0,0,0,0,0,0
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39091706,245.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,0,,0,1,0,0,1,0,0,0,0,1,0
Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39011045,42.0,Thỏa thuận,4.5,,,,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0
,An Thượng,Hoài Đức,Ngoại thành,Tin thường,39182444,41.0,Thỏa thuận,6.2,2.6,,Đông,3.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,1,0,0,,0,0,0,1,1,1,0,0,0,0,0
Đại lộ Thăng Long,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39140435,255.5,Thỏa thuận,12.0,42.0,Đông - Nam,Đông - Nam,4.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,1,0,0,0,1,0,0,0,0,0,0
Cổ Loa,Đông Hội,Đông Anh,Ngoại thành,Tin thường,37890879,100.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
Bồ Đề,Bồ Đề,Long Biên,Nội thành,Tin thường,38688447,50.0,Thỏa thuận,5.0,,,,5.0,3.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,Nhỏ,0,1,0,1,1,0,0,1,0,1,0
32,Kim Chung,Hoài Đức,Ngoại thành,Tin thường,39105693,33.4,Thỏa thuận,3.6,7.0,Tây - Bắc,Tây - Nam,7.0,6.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,0,1,,0,0,1,0,1,0,1,0,1,0,1
,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39105607,85.0,Thỏa thuận,6.0,12.0,,,4.0,5.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,1,,1,0,0,0,0,1,0,0,0,0,0
Dự án Westpoint - Nam đường 32,Trạm Trôi,Hoài Đức,Ngoại thành,Tin thường,39198237,85.0,Thỏa thuận,5.0,,,Đông - Nam,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
23B,Tiền Phong,Mê Linh,Ngoại thành,Tin thường,33272958,262.0,Thỏa thuận,14.5,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Ngọc Trai 6,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,37551460,70.0,Thỏa thuận,6.0,,,Đông - Nam,5.0,3.0,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0
Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,28786860,225.0,Thỏa thuận,9.0,40.0,Tây - Bắc,Tây - Bắc,4.0,6.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0
Dự án Westpoint - Nam đường 32,Trạm Trôi,Hoài Đức,Ngoại thành,Tin thường,38322854,72.0,Thỏa thuận,6.0,30.0,,Tây - Nam,4.0,,,Khác,Khác,Biệt thự,1,0,0,1,,0,1,0,1,1,0,0,0,0,0,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,39078203,87.0,Thỏa thuận,,,,Đông - Nam,6.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,38789592,95.0,Thỏa thuận,5.0,17.5,,,5.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0
Nguyễn Văn Huyên,Xuân La,Tây Hồ,Nội thành,Tin thường,33229588,346.5,Thỏa thuận,,,,,4.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,1,1,0,0,0,1,1,0
Xuân La,Xuân La,Tây Hồ,Nội thành,Tin thường,39021571,350.0,Thỏa thuận,8.0,40.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,1,,0,0,0,1,1,0,1,0,0,1,0
Nguyễn Khang,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38895551,100.0,Thỏa thuận,6.5,,,,9.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Thành Trung,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,38215777,75.0,Thỏa thuận,5.0,22.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất thô,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Ngọc Thụy,Long Biên,Nội thành,Tin thường,39202389,76.2,Thỏa thuận,6.0,12.0,Đông - Nam,Tây - Bắc,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,1,0,1,1,,0,0,0,0,1,0,0,0,0,0,0
Cao tốc Thăng Long Nội Bài,Quang Minh,Mê Linh,Ngoại thành,Tin thường,38522742,200.0,Thỏa thuận,28.5,33.0,,Đông,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
An Thắng,Biên Giang,Hà Đông,Nội thành,Tin thường,36886808,33.0,Thỏa thuận,5.0,4.0,Đông - Bắc,Tây - Bắc,5.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,37900687,500.0,Thỏa thuận,10.0,,Đông - Nam,Đông - Bắc,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0
Ngọc Lâm,Ngọc Lâm,Long Biên,Nội thành,Tin thường,39168095,43.0,Thỏa thuận,,,,,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,1,1,0,0,1,1,0,0,0
Nguyệt Quế,Việt Hưng,Long Biên,Nội thành,Tin thường,38379806,311.0,Thỏa thuận,,,,Đông - Nam,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38049323,135.0,Thỏa thuận,9.0,,Đông - Bắc,Đông - Bắc,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,1,0,0,1,,0,0,0,0,1,0,0,0,0,0,0
Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,38976657,200.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,1,,0,0,0,0,1,0,1,0,0,1,0
,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39219150,122.0,Thỏa thuận,,,,,4.0,6.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
Lê Trọng Tấn,Phú La,Hà Đông,Nội thành,Tin thường,38451934,90.0,Thỏa thuận,5.0,15.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,0,0,,1,0,0,0,0,0,0,0,0,0,0
Lê Trọng Tấn,La Khê,Hà Đông,Nội thành,Tin thường,38174706,30.0,Thỏa thuận,3.1,,,,5.0,4.0,,Khác,Khác,Nhà riêng,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
70,Phương Canh,Nam Từ Liêm,Nội thành,Tin thường,36533219,90.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,1,0,0,,0,0,0,1,0,1,0,0,1,0,0
,La Khê,Hà Đông,Nội thành,Tin thường,39215814,52.0,Thỏa thuận,3.8,12.0,,Tây - Bắc,5.0,6.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,1,0,1,Nhỏ,1,0,1,0,0,0,0,0,0,0,0
Hoàng Liệt,Đại Kim,Hoàng Mai,Nội thành,Tin thường,38400308,250.0,Thỏa thuận,13.0,30.0,Đông - Bắc,Đông - Bắc,4.0,8.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,1,0,0,1,,0,1,0,1,1,0,0,0,0,0,0
Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,33998312,72.0,Thỏa thuận,6.0,9.0,,,6.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Nhà riêng,1,1,0,1,,0,1,0,0,0,0,0,0,1,0,1
Cương Kiên,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,37838079,100.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
Nguyễn Văn Cừ,Gia Thụy,Long Biên,Nội thành,Tin thường,38173390,70.0,Thỏa thuận,4.0,6.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,1,0,,0,0,0,1,0,1,1,0,0,0,0
Lạc Long Quân,Bưởi,Tây Hồ,Nội thành,Tin thường,39111563,40.0,Thỏa thuận,5.0,3.0,Đông,Đông,6.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,0,0,0,0,,0,0,1,0,1,0,1,1,0,0,0
Khuất Duy Tiến,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,32001198,73.0,Thỏa thuận,6.0,,,,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,Nhỏ,1,0,0,1,0,0,0,0,0,0,0
Yên Lộ,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,38862984,38.5,Thỏa thuận,4.0,3.5,Tây - Nam,Tây - Nam,3.0,3.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0
Nguyễn An Ninh,Trương Định,Hai Bà Trưng,Nội thành,Tin thường,39210158,55.0,Thỏa thuận,,,,,4.0,,,Khác,Khác,Nhà riêng,1,1,1,0,,0,0,0,1,0,1,0,0,0,1,0
Đê La Thành,Thành Công,Ba Đình,Nội thành,Tin thường,39174447,40.0,Thỏa thuận,4.0,,,,6.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39231012,30.0,Thỏa thuận,,,,,5.0,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,38293755,112.5,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0
đường Mễ Trì,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,38831936,142.0,Thỏa thuận,6.6,17.0,,,,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,0,0,,1,1,0,0,0,0,0,0,0,0,0
,,Hà Đông,Nội thành,Tin thường,39179419,200.0,Thỏa thuận,10.0,42.0,,,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39044374,120.0,Thỏa thuận,6.0,,,,6.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Kiến Hưng,Hà Đông,Nội thành,Tin VIP Bạc,38747592,300.0,Thỏa thuận,,50.0,,,,,,Hợp đồng mua bán,Khác,Biệt thự,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,1
Ngọc Lâm,Bồ Đề,Long Biên,Nội thành,Tin thường,39220028,45.0,Thỏa thuận,,,,,5.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,1,0,,0,0,1,0,0,0,0,0,0,0,0
An Dương Vương,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,39119988,30.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
,Cự Khê,Thanh Oai,Ngoại thành,Tin thường,39096722,67.5,Thỏa thuận,4.5,,,,4.0,,,Khác,Khác,Biệt thự,0,0,0,0,Nhỏ,0,0,0,0,0,0,0,0,0,0,0
Đại Linh,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38677213,50.0,Thỏa thuận,,3.5,Đông - Nam,Đông - Nam,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Nhà riêng,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0
Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39229232,164.0,Thỏa thuận,9.0,15.0,,Đông - Nam,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,1,0,1,0,0,0,0,1,1,1,0
Lê Trọng Tấn,Dương Nội,Hà Đông,Nội thành,Tin thường,39190632,120.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,39164984,264.0,Thỏa thuận,12.0,,,Tây - Bắc,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38722769,150.0,Thỏa thuận,,13.0,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0
Vũ Xuân Thiều,Sài Đồng,Long Biên,Nội thành,Tin thường,37125887,55.0,Thỏa thuận,5.0,6.0,,,5.0,5.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0
